timestamp,src_ip,dst_ip,protocol,src_port,dst_port,length,label
1743513449.625109,192.168.1.102,192.168.1.2,UDP,32360,53,45,normal
1743513449.625341,192.168.1.103,192.168.1.1,TCP,1403,80,58,normal
1743513449.625597,192.168.1.103,192.168.1.2,UDP,37779,1883,46,normal
1743513449.625839,192.168.1.107,192.168.1.254,TCP,44802,80,58,normal
1743513449.626106,192.168.1.109,192.168.1.1,UDP,43647,53,45,normal
1743513449.626345,192.168.1.103,192.168.1.2,TCP,40670,443,59,normal
1743513449.626608,192.168.1.105,192.168.1.254,TCP,45168,443,59,normal
1743513449.626868,192.168.1.108,192.168.1.254,UDP,27501,1883,46,normal
1743513449.627109,192.168.1.107,192.168.1.1,TCP,11651,80,58,normal
1743513449.627413,192.168.1.109,192.168.1.254,UDP,34749,53,45,normal
1743513449.627648,192.168.1.104,192.168.1.1,UDP,53421,53,45,normal
1743513449.627884,192.168.1.108,192.168.1.1,UDP,58336,5683,46,normal
1743513449.628129,192.168.1.102,192.168.1.2,TCP,44713,80,58,normal
1743513449.628392,192.168.1.102,192.168.1.1,UDP,30691,5683,46,normal
1743513449.628661,192.168.1.102,192.168.1.2,UDP,26944,1883,46,normal
1743513449.628943,192.168.1.108,192.168.1.254,TCP,3185,443,59,normal
1743513449.629261,192.168.1.108,192.168.1.254,UDP,49877,5683,46,normal
1743513449.629546,192.168.1.108,192.168.1.254,UDP,55420,5683,46,normal
1743513449.62983,192.168.1.109,192.168.1.254,UDP,24206,1883,46,normal
1743513449.630119,192.168.1.104,192.168.1.2,UDP,56738,5683,46,normal
1743513449.630406,192.168.1.100,192.168.1.254,UDP,15165,5683,46,normal
1743513449.630597,192.168.1.106,192.168.1.2,TCP,13885,80,58,normal
1743513449.630795,192.168.1.106,192.168.1.254,UDP,41881,5683,46,normal
1743513449.630979,192.168.1.101,192.168.1.2,UDP,52956,1883,46,normal
1743513449.631159,192.168.1.108,192.168.1.2,UDP,28647,5683,46,normal
1743513449.631342,192.168.1.104,192.168.1.1,TCP,28489,443,59,normal
1743513449.631538,192.168.1.107,192.168.1.254,UDP,56972,53,45,normal
1743513449.631724,192.168.1.101,192.168.1.2,UDP,33709,1883,46,normal
1743513449.631902,192.168.1.104,192.168.1.254,TCP,40392,80,58,normal
1743513449.632105,192.168.1.103,192.168.1.1,TCP,55359,443,59,normal
1743513449.632304,192.168.1.106,192.168.1.254,UDP,14941,53,45,normal
1743513449.632483,192.168.1.100,192.168.1.1,UDP,33185,53,45,normal
1743513449.632666,192.168.1.107,192.168.1.2,UDP,64086,53,45,normal
1743513449.632844,192.168.1.106,192.168.1.2,TCP,28797,80,58,normal
1743513449.633049,192.168.1.101,192.168.1.2,TCP,47876,443,59,normal
1743513449.633245,192.168.1.107,192.168.1.254,UDP,33203,53,45,normal
1743513449.633429,192.168.1.108,192.168.1.2,UDP,59304,1883,46,normal
1743513449.633608,192.168.1.100,192.168.1.254,TCP,21119,80,58,normal
1743513449.633802,192.168.1.107,192.168.1.1,UDP,34546,5683,46,normal
1743513449.633982,192.168.1.105,192.168.1.1,TCP,44386,80,58,normal
1743513449.634184,192.168.1.100,192.168.1.2,UDP,65399,53,45,normal
1743513449.634363,192.168.1.109,192.168.1.1,UDP,23533,53,45,normal
1743513449.634542,192.168.1.107,192.168.1.2,UDP,8056,5683,46,normal
1743513449.634719,192.168.1.104,192.168.1.254,TCP,36860,80,58,normal
1743513449.63492,192.168.1.101,192.168.1.1,TCP,43902,80,58,normal
1743513449.635114,192.168.1.109,192.168.1.254,TCP,55988,443,59,normal
1743513449.635316,192.168.1.105,192.168.1.2,TCP,38115,443,59,normal
1743513449.635509,192.168.1.101,192.168.1.254,UDP,1794,53,45,normal
1743513449.635686,192.168.1.100,192.168.1.254,UDP,42352,5683,46,normal
1743513449.635868,192.168.1.109,192.168.1.1,UDP,18195,5683,46,normal
1743513449.636054,192.168.1.100,192.168.1.2,UDP,15104,5683,46,normal
1743513449.636232,192.168.1.107,192.168.1.2,TCP,28430,443,59,normal
1743513449.636427,192.168.1.100,192.168.1.2,UDP,20000,53,45,normal
1743513449.63661,192.168.1.105,192.168.1.254,UDP,42490,53,45,normal
1743513449.636791,192.168.1.102,192.168.1.2,UDP,13169,5683,46,normal
1743513449.636967,192.168.1.106,192.168.1.254,UDP,22049,53,45,normal
1743513449.637151,192.168.1.102,192.168.1.1,TCP,16425,80,58,normal
1743513449.637347,192.168.1.107,192.168.1.1,UDP,49368,5683,46,normal
1743513449.637533,192.168.1.105,192.168.1.1,UDP,18065,1883,46,normal
1743513449.637712,192.168.1.103,192.168.1.1,UDP,21925,5683,46,normal
1743513449.637888,192.168.1.106,192.168.1.1,UDP,28535,1883,46,normal
1743513449.638071,192.168.1.103,192.168.1.1,TCP,9413,80,58,normal
1743513449.638305,192.168.1.107,192.168.1.254,TCP,29402,443,59,normal
1743513449.638511,192.168.1.103,192.168.1.254,UDP,57197,53,45,normal
1743513449.638863,192.168.1.103,192.168.1.254,TCP,27147,443,59,normal
1743513449.639058,192.168.1.102,192.168.1.254,TCP,30918,80,58,normal
1743513449.639251,192.168.1.101,192.168.1.1,UDP,45552,53,45,normal
1743513449.639433,192.168.1.102,192.168.1.2,UDP,61646,1883,46,normal
1743513449.639611,192.168.1.108,192.168.1.1,UDP,56336,53,45,normal
1743513449.639787,192.168.1.104,192.168.1.1,UDP,7025,53,45,normal
1743513449.639965,192.168.1.107,192.168.1.1,UDP,10427,5683,46,normal
1743513449.640149,192.168.1.102,192.168.1.2,TCP,4818,80,58,normal
1743513449.640347,192.168.1.109,192.168.1.2,TCP,34252,443,59,normal
1743513449.64054,192.168.1.104,192.168.1.2,UDP,46636,5683,46,normal
1743513449.640718,192.168.1.101,192.168.1.254,TCP,7892,80,58,normal
1743513449.640916,192.168.1.109,192.168.1.254,UDP,64755,5683,46,normal
1743513449.6411,192.168.1.102,192.168.1.254,UDP,32017,53,45,normal
1743513449.64128,192.168.1.104,192.168.1.2,UDP,65422,5683,46,normal
1743513449.641456,192.168.1.103,192.168.1.254,UDP,37904,5683,46,normal
1743513449.64163,192.168.1.101,192.168.1.254,TCP,25080,80,58,normal
1743513449.641824,192.168.1.102,192.168.1.1,TCP,38974,80,58,normal
1743513449.642023,192.168.1.106,192.168.1.1,UDP,7942,53,45,normal
1743513449.642234,192.168.1.109,192.168.1.254,TCP,11426,443,59,normal
1743513449.64243,192.168.1.107,192.168.1.2,UDP,44551,5683,46,normal
1743513449.642609,192.168.1.108,192.168.1.2,UDP,1633,53,45,normal
1743513449.642792,192.168.1.104,192.168.1.2,UDP,42298,5683,46,normal
1743513449.642969,192.168.1.105,192.168.1.1,UDP,55352,1883,46,normal
1743513449.643149,192.168.1.108,192.168.1.2,UDP,56298,5683,46,normal
1743513449.643327,192.168.1.101,192.168.1.254,TCP,9095,443,59,normal
1743513449.643524,192.168.1.105,192.168.1.1,UDP,3745,53,45,normal
1743513449.643708,192.168.1.101,192.168.1.254,TCP,39193,80,58,normal
1743513449.643908,192.168.1.109,192.168.1.1,TCP,56117,80,58,normal
1743513449.644109,192.168.1.101,192.168.1.2,UDP,11131,53,45,normal
1743513449.644293,192.168.1.102,192.168.1.2,TCP,38392,443,59,normal
1743513449.644489,192.168.1.107,192.168.1.254,UDP,44978,53,45,normal
1743513449.644668,192.168.1.106,192.168.1.254,UDP,3786,53,45,normal
1743513449.644846,192.168.1.105,192.168.1.2,UDP,53972,1883,46,normal
1743513449.645036,192.168.1.109,192.168.1.2,TCP,39023,80,58,normal
1743513449.645232,192.168.1.105,192.168.1.2,UDP,20170,1883,46,normal
1743513449.645413,192.168.1.108,192.168.1.2,TCP,8655,443,59,normal
1743513449.645614,192.168.1.108,192.168.1.254,UDP,37093,1883,46,normal
1743513449.645793,192.168.1.101,192.168.1.254,UDP,26084,53,45,normal
1743513449.645975,192.168.1.108,192.168.1.1,TCP,56746,80,58,normal
1743513449.646174,192.168.1.104,192.168.1.254,UDP,49033,53,45,normal
1743513449.646355,192.168.1.106,192.168.1.1,TCP,18221,80,58,normal
1743513449.64655,192.168.1.109,192.168.1.254,TCP,41787,80,58,normal
1743513449.646749,192.168.1.102,192.168.1.1,TCP,50861,80,58,normal
1743513449.646946,192.168.1.101,192.168.1.1,UDP,49110,5683,46,normal
1743513449.647128,192.168.1.108,192.168.1.254,UDP,34404,1883,46,normal
1743513449.647308,192.168.1.107,192.168.1.2,UDP,58031,1883,46,normal
1743513449.647484,192.168.1.106,192.168.1.254,UDP,22760,5683,46,normal
1743513449.647666,192.168.1.108,192.168.1.1,TCP,4449,443,59,normal
1743513449.647862,192.168.1.105,192.168.1.2,TCP,44065,80,58,normal
1743513449.648062,192.168.1.108,192.168.1.2,UDP,2743,5683,46,normal
1743513449.648247,192.168.1.100,192.168.1.2,UDP,9988,5683,46,normal
1743513449.648424,192.168.1.102,192.168.1.254,TCP,61011,443,59,normal
1743513449.648626,192.168.1.102,192.168.1.1,UDP,41471,53,45,normal
1743513449.648809,192.168.1.105,192.168.1.2,UDP,24302,1883,46,normal
1743513449.648987,192.168.1.103,192.168.1.1,UDP,36999,1883,46,normal
1743513449.649168,192.168.1.106,192.168.1.2,UDP,61534,53,45,normal
1743513449.649348,192.168.1.105,192.168.1.2,UDP,42517,1883,46,normal
1743513449.649528,192.168.1.106,192.168.1.254,UDP,4419,1883,46,normal
1743513449.649711,192.168.1.102,192.168.1.2,TCP,16625,80,58,normal
1743513449.649912,192.168.1.102,192.168.1.254,TCP,12450,80,58,normal
1743513449.650114,192.168.1.108,192.168.1.1,UDP,9534,1883,46,normal
1743513449.650299,192.168.1.102,192.168.1.2,UDP,61155,1883,46,normal
1743513449.650478,192.168.1.100,192.168.1.2,UDP,4749,5683,46,normal
1743513449.650653,192.168.1.103,192.168.1.1,UDP,44352,53,45,normal
1743513449.65083,192.168.1.106,192.168.1.2,UDP,27687,1883,46,normal
1743513449.65101,192.168.1.101,192.168.1.254,UDP,59870,53,45,normal
1743513449.651327,192.168.1.109,192.168.1.254,UDP,41880,1883,46,normal
1743513449.651504,192.168.1.103,192.168.1.254,TCP,51216,443,59,normal
1743513449.651698,192.168.1.100,192.168.1.2,UDP,60861,53,45,normal
1743513449.65188,192.168.1.100,192.168.1.254,UDP,53717,5683,46,normal
1743513449.652064,192.168.1.105,192.168.1.1,UDP,34321,1883,46,normal
1743513449.652241,192.168.1.101,192.168.1.2,TCP,58562,443,59,normal
1743513449.652436,192.168.1.109,192.168.1.254,TCP,2221,80,58,normal
1743513449.652635,192.168.1.108,192.168.1.254,UDP,17826,53,45,normal
1743513449.652818,192.168.1.106,192.168.1.2,TCP,55818,80,58,normal
1743513449.653014,192.168.1.102,192.168.1.2,TCP,16767,443,59,normal
1743513449.653214,192.168.1.109,192.168.1.2,TCP,24917,80,58,normal
1743513449.653445,192.168.1.102,192.168.1.254,TCP,45896,80,58,normal
1743513449.653642,192.168.1.105,192.168.1.1,UDP,28836,53,45,normal
1743513449.653824,192.168.1.107,192.168.1.254,UDP,4911,5683,46,normal
1743513449.654003,192.168.1.100,192.168.1.2,UDP,37784,1883,46,normal
1743513449.65418,192.168.1.101,192.168.1.254,TCP,59498,80,58,normal
1743513449.654397,192.168.1.103,192.168.1.254,UDP,34192,1883,46,normal
1743513449.654581,192.168.1.101,192.168.1.254,TCP,7351,80,58,normal
1743513449.654776,192.168.1.105,192.168.1.1,TCP,24211,80,58,normal
1743513449.654971,192.168.1.100,192.168.1.254,TCP,38531,80,58,normal
1743513449.655176,192.168.1.104,192.168.1.254,TCP,9575,443,59,normal
1743513449.655375,192.168.1.107,192.168.1.254,TCP,50131,80,58,normal
1743513449.655572,192.168.1.107,192.168.1.254,TCP,40300,80,58,normal
1743513449.655769,192.168.1.108,192.168.1.2,UDP,11552,5683,46,normal
1743513449.65595,192.168.1.104,192.168.1.1,TCP,15364,443,59,normal
1743513449.656151,192.168.1.103,192.168.1.2,TCP,12767,443,59,normal
1743513449.656344,192.168.1.106,192.168.1.2,UDP,47255,5683,46,normal
1743513449.656527,192.168.1.104,192.168.1.254,UDP,23558,5683,46,normal
1743513449.656706,192.168.1.101,192.168.1.2,UDP,61695,5683,46,normal
1743513449.656884,192.168.1.109,192.168.1.1,TCP,36523,443,59,normal
1743513449.657079,192.168.1.107,192.168.1.1,TCP,28770,80,58,normal
1743513449.657291,192.168.1.105,192.168.1.1,UDP,57782,53,45,normal
1743513449.657476,192.168.1.104,192.168.1.1,UDP,30926,1883,46,normal
1743513449.657657,192.168.1.108,192.168.1.1,TCP,46751,80,58,normal
1743513449.657857,192.168.1.102,192.168.1.2,TCP,46493,80,58,normal
1743513449.65806,192.168.1.102,192.168.1.1,TCP,32418,80,58,normal
1743513449.658256,192.168.1.109,192.168.1.2,UDP,19271,1883,46,normal
1743513449.658446,192.168.1.105,192.168.1.2,TCP,39647,80,58,normal
1743513449.658642,192.168.1.107,192.168.1.254,UDP,45827,1883,46,normal
1743513449.658823,192.168.1.100,192.168.1.2,UDP,35138,5683,46,normal
1743513449.659006,192.168.1.103,192.168.1.1,UDP,50594,1883,46,normal
1743513449.659185,192.168.1.107,192.168.1.2,UDP,46239,1883,46,normal
1743513449.659366,192.168.1.104,192.168.1.1,UDP,41580,53,45,normal
1743513449.659548,192.168.1.108,192.168.1.2,UDP,29446,5683,46,normal
1743513449.659724,192.168.1.105,192.168.1.1,UDP,23621,1883,46,normal
1743513449.659901,192.168.1.103,192.168.1.1,TCP,8607,443,59,normal
1743513449.660098,192.168.1.108,192.168.1.1,UDP,14181,1883,46,normal
1743513449.660286,192.168.1.107,192.168.1.254,UDP,64804,1883,46,normal
1743513449.660464,192.168.1.109,192.168.1.254,UDP,57022,5683,46,normal
1743513449.660641,192.168.1.106,192.168.1.2,UDP,60935,53,45,normal
1743513449.660819,192.168.1.107,192.168.1.254,UDP,46875,53,45,normal
1743513449.660993,192.168.1.104,192.168.1.254,UDP,30037,1883,46,normal
1743513449.661183,192.168.1.107,192.168.1.1,UDP,24574,5683,46,normal
1743513449.661365,192.168.1.100,192.168.1.2,UDP,30599,53,45,normal
1743513449.661546,192.168.1.109,192.168.1.254,UDP,50557,53,45,normal
1743513449.661723,192.168.1.104,192.168.1.254,UDP,24721,53,45,normal
1743513449.6619,192.168.1.109,192.168.1.254,UDP,21405,5683,46,normal
1743513449.662085,192.168.1.104,192.168.1.254,TCP,64592,80,58,normal
1743513449.662283,192.168.1.106,192.168.1.1,TCP,5980,80,58,normal
1743513449.66248,192.168.1.104,192.168.1.2,TCP,54564,443,59,normal
1743513449.662677,192.168.1.103,192.168.1.2,UDP,26837,1883,46,normal
1743513449.662861,192.168.1.102,192.168.1.254,TCP,59849,443,59,normal
1743513449.663055,192.168.1.102,192.168.1.2,UDP,48409,53,45,normal
1743513449.663235,192.168.1.107,192.168.1.1,TCP,8429,443,59,normal
1743513449.663431,192.168.1.105,192.168.1.2,UDP,11357,1883,46,normal
1743513449.663773,192.168.1.106,192.168.1.254,UDP,51120,53,45,normal
1743513449.663953,192.168.1.100,192.168.1.254,UDP,2647,53,45,normal
1743513449.66413,192.168.1.108,192.168.1.1,UDP,34365,53,45,normal
1743513449.664305,192.168.1.109,192.168.1.254,UDP,49973,1883,46,normal
1743513449.664481,192.168.1.106,192.168.1.2,UDP,6319,5683,46,normal
1743513449.66466,192.168.1.106,192.168.1.1,UDP,7224,53,45,normal
1743513449.664838,192.168.1.101,192.168.1.2,UDP,61247,5683,46,normal
1743513449.665014,192.168.1.103,192.168.1.1,UDP,9047,1883,46,normal
1743513449.66519,192.168.1.105,192.168.1.2,TCP,41628,80,58,normal
1743513449.665384,192.168.1.102,192.168.1.254,UDP,3665,5683,46,normal
1743513449.665566,192.168.1.101,192.168.1.1,UDP,61943,1883,46,normal
1743513449.665743,192.168.1.105,192.168.1.2,UDP,11414,5683,46,normal
1743513449.665921,192.168.1.106,192.168.1.254,UDP,1140,53,45,normal
1743513449.666099,192.168.1.109,192.168.1.254,UDP,63263,5683,46,normal
1743513449.666285,192.168.1.100,192.168.1.1,UDP,9384,53,45,normal
1743513449.666466,192.168.1.104,192.168.1.2,TCP,43311,80,58,normal
1743513449.666662,192.168.1.100,192.168.1.254,UDP,51265,5683,46,normal
1743513449.66684,192.168.1.100,192.168.1.2,UDP,3880,5683,46,normal
1743513449.667017,192.168.1.100,192.168.1.254,UDP,7511,1883,46,normal
1743513449.667199,192.168.1.107,192.168.1.1,UDP,21381,53,45,normal
1743513449.667377,192.168.1.103,192.168.1.1,TCP,6148,80,58,normal
1743513449.667575,192.168.1.107,192.168.1.254,UDP,16688,1883,46,normal
1743513449.667753,192.168.1.100,192.168.1.1,UDP,30114,1883,46,normal
1743513449.667937,192.168.1.108,192.168.1.1,UDP,12591,53,45,normal
1743513449.668167,192.168.1.108,192.168.1.254,TCP,41683,80,58,normal
1743513449.668364,192.168.1.105,192.168.1.2,UDP,31688,5683,46,normal
1743513449.668553,192.168.1.108,192.168.1.2,TCP,9973,443,59,normal
1743513449.668748,192.168.1.106,192.168.1.254,UDP,22320,1883,46,normal
1743513449.668926,192.168.1.101,192.168.1.254,TCP,30518,80,58,normal
1743513449.669126,192.168.1.107,192.168.1.1,UDP,25533,1883,46,normal
1743513449.669305,192.168.1.107,192.168.1.254,UDP,38168,5683,46,normal
1743513449.669482,192.168.1.106,192.168.1.2,TCP,7179,80,58,normal
1743513449.669682,192.168.1.106,192.168.1.2,UDP,27274,1883,46,normal
1743513449.669859,192.168.1.101,192.168.1.2,TCP,20825,80,58,normal
1743513449.670055,192.168.1.109,192.168.1.1,TCP,61296,80,58,normal
1743513449.670253,192.168.1.109,192.168.1.1,TCP,44775,443,59,normal
1743513449.670465,192.168.1.104,192.168.1.254,TCP,65321,443,59,normal
1743513449.670656,192.168.1.109,192.168.1.1,TCP,57530,80,58,normal
1743513449.670851,192.168.1.108,192.168.1.1,UDP,9894,53,45,normal
1743513449.671034,192.168.1.108,192.168.1.1,TCP,26715,443,59,normal
1743513449.67123,192.168.1.106,192.168.1.254,TCP,40336,80,58,normal
1743513449.671422,192.168.1.104,192.168.1.1,UDP,18689,1883,46,normal
1743513449.671614,192.168.1.109,192.168.1.254,UDP,17720,5683,46,normal
1743513449.671794,192.168.1.103,192.168.1.254,TCP,59450,80,58,normal
1743513449.671987,192.168.1.100,192.168.1.1,TCP,16863,443,59,normal
1743513449.672186,192.168.1.102,192.168.1.2,UDP,33464,53,45,normal
1743513449.672366,192.168.1.101,192.168.1.1,TCP,55844,443,59,normal
1743513449.672569,192.168.1.105,185.100.87.55,TCP,18824,4444,71,normal
1743513449.67277,192.168.1.108,172.16.0.66,TCP,52619,4444,71,normal
1743513449.672969,192.168.1.104,185.100.87.55,TCP,4843,4444,71,normal
1743513449.673166,192.168.1.100,172.16.0.66,TCP,52295,4444,71,normal
1743513449.673363,192.168.1.102,172.16.0.66,TCP,51068,4444,71,normal
1743513449.673563,192.168.1.102,10.10.10.10,TCP,38394,4444,71,normal
1743513449.673759,192.168.1.108,172.16.0.66,TCP,19010,4444,71,normal
1743513449.673958,192.168.1.107,10.10.10.10,TCP,52445,4444,71,normal
1743513449.674159,192.168.1.108,172.16.0.66,TCP,58666,4444,71,normal
1743513449.674361,192.168.1.105,10.10.10.10,TCP,19058,4444,71,normal
1743513449.674565,192.168.1.107,10.10.10.10,TCP,22675,4444,71,normal
1743513449.674762,192.168.1.107,185.100.87.55,TCP,40446,4444,71,normal
1743513449.674962,192.168.1.106,172.16.0.66,TCP,8784,4444,71,normal
1743513449.675162,192.168.1.108,172.16.0.66,TCP,8819,4444,71,normal
1743513449.675363,192.168.1.109,172.16.0.66,TCP,5726,4444,71,normal
1743513449.67556,192.168.1.109,172.16.0.66,TCP,38696,4444,71,normal
1743513449.675755,192.168.1.104,172.16.0.66,TCP,58321,4444,71,normal
1743513449.675955,192.168.1.100,185.100.87.55,TCP,12805,4444,71,normal
1743513449.676333,192.168.1.100,185.100.87.55,TCP,18583,4444,71,normal
1743513449.676532,192.168.1.104,185.100.87.55,TCP,15599,4444,71,normal
1743513449.676728,192.168.1.105,172.16.0.66,TCP,64530,4444,71,normal
1743513449.676922,192.168.1.108,10.10.10.10,TCP,32548,4444,71,normal
1743513449.677115,192.168.1.100,185.100.87.55,TCP,61612,4444,71,normal
1743513449.677315,192.168.1.102,185.100.87.55,TCP,52838,4444,71,normal
1743513449.67751,192.168.1.100,185.100.87.55,TCP,42835,4444,71,normal
1743513449.677706,192.168.1.102,185.100.87.55,TCP,2931,4444,71,normal
1743513449.677901,192.168.1.107,10.10.10.10,TCP,30182,4444,71,normal
1743513449.678095,192.168.1.105,185.100.87.55,TCP,62241,4444,71,normal
1743513449.678291,192.168.1.106,185.100.87.55,TCP,8195,4444,71,normal
1743513449.678486,192.168.1.101,185.100.87.55,TCP,11707,4444,71,normal
1743513449.678683,192.168.1.106,172.16.0.66,TCP,62786,4444,71,normal
1743513449.678879,192.168.1.105,185.100.87.55,TCP,57229,4444,71,normal
1743513449.679077,192.168.1.102,172.16.0.66,TCP,44403,4444,71,normal
1743513449.679272,192.168.1.109,185.100.87.55,TCP,25363,4444,71,normal
1743513449.679467,192.168.1.109,10.10.10.10,TCP,30372,4444,71,normal
1743513449.679665,192.168.1.107,172.16.0.66,TCP,11432,4444,71,normal
1743513449.67986,192.168.1.103,185.100.87.55,TCP,54395,4444,71,normal
1743513449.680058,192.168.1.100,10.10.10.10,TCP,36394,4444,71,normal
1743513449.68026,192.168.1.107,172.16.0.66,TCP,38522,4444,71,normal
1743513449.68046,192.168.1.109,185.100.87.55,TCP,19989,4444,71,normal
1743513449.680658,192.168.1.105,172.16.0.66,TCP,64587,4444,71,normal
1743513449.680854,192.168.1.104,10.10.10.10,TCP,39338,4444,71,normal
1743513449.681048,192.168.1.107,172.16.0.66,TCP,55601,4444,71,normal
1743513449.681248,192.168.1.109,10.10.10.10,TCP,30145,4444,71,normal
1743513449.681444,192.168.1.108,185.100.87.55,TCP,9645,4444,71,normal
1743513449.681641,192.168.1.107,10.10.10.10,TCP,36279,4444,71,normal
1743513449.681838,192.168.1.100,185.100.87.55,TCP,36863,4444,71,normal
1743513449.682038,192.168.1.108,172.16.0.66,TCP,39265,4444,71,normal
1743513449.682234,192.168.1.101,185.100.87.55,TCP,20133,4444,71,normal
1743513449.682436,192.168.1.104,185.100.87.55,TCP,52568,4444,71,normal
1743513449.682633,192.168.1.103,185.100.87.55,TCP,43114,4444,71,normal
1743513449.68283,192.168.1.102,185.100.87.55,TCP,12983,4444,71,normal
1743513449.683029,192.168.1.101,172.16.0.66,TCP,25801,4444,71,normal
1743513449.683232,192.168.1.104,185.100.87.55,TCP,48582,4444,71,normal
1743513449.683429,192.168.1.104,185.100.87.55,TCP,5233,4444,71,normal
1743513449.683628,192.168.1.109,185.100.87.55,TCP,30439,4444,71,normal
1743513449.683889,192.168.1.106,172.16.0.66,TCP,46261,4444,71,normal
1743513449.684103,192.168.1.107,185.100.87.55,TCP,16183,4444,71,normal
1743513449.684301,192.168.1.106,172.16.0.66,TCP,3955,4444,71,normal
1743513449.684503,192.168.1.109,172.16.0.66,TCP,60125,4444,71,normal
1743513449.684697,192.168.1.102,172.16.0.66,TCP,13783,4444,71,normal
